Frequent 0-itemsets:
580 (1667)
887 (1671)
814 (1672)
385 (1676)
17 (1683)
735 (1689)
275 (1692)
967 (1695)
910 (1695)
577 (1695)
765 (1705)
130 (1711)
43 (1721)
403 (1722)
45 (1728)
935 (1742)
100 (1749)
923 (1753)
984 (1756)
687 (1762)
975 (1764)
115 (1775)
932 (1786)
805 (1789)
290 (1793)
704 (1794)
110 (1801)
853 (1804)
227 (1818)
623 (1845)
427 (1856)
332 (1861)
763 (1862)
90 (1875)
658 (1881)
449 (1890)
214 (1893)
800 (1916)
706 (1923)
841 (1927)
897 (1935)
913 (1939)
440 (1943)
893 (1947)
55 (1959)
746 (1982)
52 (1983)
35 (1984)
192 (2004)
373 (2007)
210 (2009)
826 (2022)
349 (2041)
774 (2046)
878 (2047)
411 (2047)
832 (2062)
450 (2082)
970 (2086)
387 (2089)
196 (2096)
620 (2100)
280 (2108)
472 (2125)
738 (2129)
334 (2146)
6 (2149)
809 (2163)
579 (2164)
27 (2165)
204 (2174)
744 (2177)
73 (2179)
116 (2193)
296 (2210)
874 (2237)
803 (2237)
523 (2244)
229 (2281)
638 (2288)
780 (2306)
480 (2309)
161 (2320)
242 (2325)
663 (2354)
69 (2370)
788 (2386)
38 (2402)
70 (2411)
392 (2420)
921 (2425)
477 (2462)
78 (2471)
48 (2472)
276 (2479)
634 (2492)
778 (2514)
674 (2527)
752 (2578)
54 (2595)
285 (2600)
593 (2601)
151 (2611)
617 (2614)
236 (2618)
274 (2628)
653 (2634)
413 (2637)
132 (2641)
21 (2666)
606 (2668)
112 (2680)
797 (2684)
390 (2685)
140 (2687)
661 (2693)
998 (2713)
676 (2717)
522 (2725)
960 (2732)
239 (2742)
57 (2743)
782 (2767)
93 (2777)
561 (2783)
175 (2791)
631 (2793)
526 (2793)
944 (2794)
871 (2810)
844 (2814)
569 (2835)
548 (2843)
854 (2847)
694 (2847)
72 (2852)
758 (2860)
597 (2883)
471 (2894)
571 (2902)
581 (2943)
381 (2959)
675 (2976)
918 (3012)
279 (3014)
885 (3043)
509 (3044)
886 (3053)
793 (3063)
350 (3069)
825 (3085)
8 (3090)
798 (3103)
614 (3134)
487 (3135)
75 (3151)
598 (3219)
510 (3281)
795 (3361)
895 (3385)
12 (3415)
489 (3420)
346 (3470)
71 (3507)
205 (3605)
956 (3626)
862 (3649)
401 (3667)
888 (3686)
947 (3690)
919 (3710)
541 (3735)
775 (3771)
720 (3864)
183 (3883)
966 (3921)
538 (3982)
914 (4037)
283 (4082)
682 (4132)
470 (4137)
32 (4248)
39 (4258)
789 (4309)
362 (4388)
460 (4438)
438 (4511)
145 (4559)
177 (4629)
937 (4681)
883 (4902)
120 (4973)
692 (4993)
419 (5057)
494 (5102)
217 (5375)
684 (5408)
354 (5835)
722 (5845)
766 (6265)
829 (6810)
529 (7057)
368 (7828)
Frequent 2-itemsets:
itemset (occurrence)
969 458 (788)
969 208 (806)
969 290 (797)
969 888 (810)
626 496 (761)
458 208 (796)
458 290 (786)
458 888 (796)
515 33 (824)
515 346 (849)
515 283 (835)
515 217 (843)
819 765 (787)
819 70 (798)
819 684 (800)
678 471 (810)
33 346 (844)
33 283 (845)
33 217 (852)
208 290 (803)
208 888 (829)
995 534 (750)
995 470 (754)
534 470 (764)
765 70 (789)
765 684 (812)
935 192 (775)
923 947 (859)
290 888 (826)
704 825 (1102)
704 39 (1107)
853 623 (791)
853 571 (793)
853 795 (806)
227 390 (1049)
227 722 (995)
623 571 (783)
623 795 (805)
214 354 (775)
878 538 (767)
411 803 (826)
6 676 (769)
69 362 (757)
70 684 (860)
392 489 (866)
392 862 (881)
413 21 (756)
413 793 (766)
132 12 (785)
21 793 (765)
390 722 (1042)
960 471 (935)
57 937 (782)
782 598 (800)
782 529 (862)
72 541 (846)
571 795 (838)
675 886 (823)
825 39 (1187)
75 775 (787)
75 438 (772)
75 684 (797)
598 529 (943)
346 283 (910)
346 217 (1336)
283 217 (926)
682 368 (1193)
789 829 (1194)
438 684 (825)
692 368 (928)
494 368 (860)
829 368 (1194)
Frequent 3-itemsets:
itemset (occurrence)
969 458 208 (755)
969 458 888 (756)
969 208 290 (764)
969 208 888 (771)
969 290 888 (765)
458 208 290 (751)
458 208 888 (757)
458 290 888 (750)
515 33 346 (797)
515 33 283 (786)
515 33 217 (789)
515 346 283 (806)
515 346 217 (809)
515 283 217 (799)
33 346 283 (802)
33 346 217 (802)
33 283 217 (793)
208 290 888 (764)
704 825 39 (1035)
227 390 722 (907)
346 283 217 (827)
Frequent 4-itemsets:
itemset (occurrence)
515 33 346 283 (763)
515 33 346 217 (764)
515 33 283 217 (755)
515 346 283 217 (773)
33 346 283 217 (766)
